lon	lat	deformation_cm_per_year
13.0605770713893	42.5619969725113	-1.4944615962617	
13.0630121768298	42.5620381767642	-1.3077261035930	
13.0654472873787	42.5620793293008	-1.1099195100529	
13.0678824030296	42.5621204301206	-1.7532019761849	
13.0703175237761	42.5621614792235	-1.1874300008635	
13.0727526496117	42.5622024766091	-1.6044080755553	
13.0751877805302	42.5622434222770	-0.9892729769921	
13.0776229165250	42.5622843162271	-1.3535620273584	
13.0800580575898	42.5623251584590	-0.7194950989736	
13.0824932037181	42.5623659489724	-1.7258302199893	
13.0849283549036	42.5624066877670	-1.1158399887946	
13.0873635111399	42.5624473748424	-0.5191211327147	
13.0897986724205	42.5624880101985	-0.9690187431076	
13.0922338387391	42.5625285938349	-1.0183922960774	
13.0946690100892	42.5625691257513	-1.8962511907979	
13.0971041864644	42.5626096059474	-1.5098950040619	
13.0995393678584	42.5626500344229	-1.8947406038633	
13.1019745542647	42.5626904111775	0.0793610855287	
13.1044097456770	42.5627307362109	-0.7109270394752	
13.1068449420888	42.5627710095229	-0.1188726767634	
13.1092801434937	42.5628112311130	-0.9927096036787	
13.1117153498853	42.5628514009811	-0.8734323001601	
13.1141505612572	42.5628915191269	-1.4842824889278	
13.1165857776031	42.5629315855499	-0.9891658046282	
13.1190209989164	42.5629716002500	-1.1025269742632	
13.1214562251908	42.5630115632269	-2.1689518900325	
13.1238914564200	42.5630514744801	-2.1467563386678	
13.1263266925974	42.5630913340096	-2.3638041043123	
13.1287619337167	42.5631311418149	-1.0795304308607	
13.1311971797714	42.5631708978958	-2.2191123559695	
13.1336324307553	42.5632106022520	-1.2905297192978	
13.1360676866618	42.5632502548831	-1.7218413138568	
13.1385029474845	42.5632898557890	-1.3721793481395	
13.1409382132172	42.5633294049692	-1.1922521568014	
13.1433734838532	42.5633689024236	-0.0378179540519	
13.1458087593863	42.5634083481518	-0.8258852166203	
13.1482440398101	42.5634477421535	-1.4765197720654	
13.1506793251180	42.5634870844285	-1.5314194534070	
13.1531146153038	42.5635263749764	-0.5713520247394	
13.1555499103611	42.5635656137970	-0.5753901017830	
13.1579852102833	42.5636048008900	-0.5747608056847	
13.1604205150641	42.5636439362550	-0.4780629579769	
13.1628558246971	42.5636830198919	0.7021365292486	
13.1652911391760	42.5637220518002	0.6819300033631	
13.1677264584942	42.5637610319798	1.2540595089456	
13.1701617826454	42.5637999604304	1.3181701531334	
13.1725971116231	42.5638388371515	1.9354911471047	
13.1750324454211	42.5638776621431	1.8388662057774	
13.1774677840328	42.5639164354047	1.9737856060759	
13.1799031274518	42.5639551569361	0.0738536124539	
13.1823384756718	42.5639938267371	-1.0809699543269	
13.1847738286863	42.5640324448072	0.5857285534453	
13.1872091864890	42.5640710111463	-0.4057636064225	
13.1896445490734	42.5641095257541	0.9237566308934	
13.1920799164331	42.5641479886302	1.3253131142523	
13.0483454951268	42.5635902848339	-1.3575896632072	
13.0507806448514	42.5636317502617	-0.1349609308354	
13.0532157997171	42.5636731639714	-1.2325902306315	
13.0556509597173	42.5637145259627	-0.8532793150975	
13.0580861248456	42.5637558362352	-1.2188865141744	
13.0605212950957	42.5637970947887	-1.4931911049264	
13.0629564704611	42.5638383016230	-1.3993427253204	
13.0653916509355	42.5638794567376	-0.8550277511760	
13.0678268365124	42.5639205601322	-0.5094792326671	
13.0702620271855	42.5639616118066	-1.1633623776227	
13.0726972229482	42.5640026117605	-1.7870410127365	
13.0751324237943	42.5640435599936	-2.0367199567385	
13.0775676297173	42.5640844565055	-0.7504490744041	
13.0800028407108	42.5641253012960	-1.1233537908179	
13.0824380567685	42.5641660943648	-0.7574682290775	
13.0848732778838	42.5642068357115	-0.5259538198641	
13.0873085040504	42.5642475253359	-1.8736050149743	
13.0897437352620	42.5642881632376	-1.8837265850024	
13.0921789715120	42.5643287494165	-2.3053371783047	
13.0946142127941	42.5643692838721	-2.3825352560364	
13.0970494591019	42.5644097666041	-1.9660043590028	
13.0994847104290	42.5644501976123	-1.7819528807679	
13.1019199667689	42.5644905768964	-0.6382454199892	
13.1043552281154	42.5645309044561	1.4305798889421	
13.1067904944618	42.5645711802911	0.7589992305411	
13.1092257658020	42.5646114044010	0.9670398903071	
13.1116610421293	42.5646515767856	0.8520107441281	
13.1140963234376	42.5646916974447	-0.2486249685066	
13.1165316097203	42.5647317663778	-0.7260703823659	
13.1189669009710	42.5647717835847	-1.7530240409105	
13.1214021971833	42.5648117490651	-1.9966524379293	
13.1238374983509	42.5648516628188	-1.8037845553814	
13.1262728044672	42.5648915248453	-1.1707495557693	
13.1287081155260	42.5649313351445	-1.9992870647322	
13.1311434315208	42.5649710937161	-2.4348745162761	
13.1335787524452	42.5650108005596	-2.4873054511161	
13.1360140782928	42.5650504556750	0.6946467417535	
13.1384494090572	42.5650900590617	0.2617457157163	
13.1408847447320	42.5651296107197	-0.2127002910313	
13.1433200853107	42.5651691106485	-1.5492395182665	
13.1457554307870	42.5652085588479	-1.2130959194930	
13.1481907811545	42.5652479553176	-1.4843607801359	
13.1506261364067	42.5652873000573	-2.3957012307462	
13.1530614965373	42.5653265930668	-1.7361770309727	
13.1554968615398	42.5653658343456	-2.3616208204879	
13.1579322314079	42.5654050238936	-2.2846728697343	
13.1603676061350	42.5654441617104	-0.1522165188999	
13.1628029857149	42.5654832477958	-1.0068114517430	
13.1652383701412	42.5655222821495	-0.4196046551536	
13.1676737594073	42.5655612647712	-0.6711665202110	
13.1701091535069	42.5656001956606	1.3351251418564	
13.1725445524336	42.5656390748173	1.9112604705968	
13.1749799561810	42.5656779022412	1.2736555645632	
13.1774153647427	42.5657166779320	0.6715521411452	
13.1798507781122	42.5657554018893	0.2237419046888	
13.1822861962832	42.5657940741129	-0.9396633964091	
13.1847216192493	42.5658326946025	0.5580704806752	
13.1871570470040	42.5658712633577	0.6387649430875	
13.1895924795409	42.5659097803784	0.5143764635843	
13.1920279168537	42.5659482456643	2.8515813942601	
13.1944633589359	42.5659866592150	1.2477732248950	
13.1968988057811	42.5660250210302	0.2512976903178	
13.1993342573830	42.5660633311098	0.1342909674905	
13.2017697137350	42.5661015894533	-1.7035621112525	
13.2042051748308	42.5661397960606	0.6709660281456	
13.2066406406640	42.5661779509313	-0.3841940970196	
13.2090761112281	42.5662160540652	-0.6734175802726	
13.0361133431501	42.5651822775925	0.0245305879181	
13.0385485369997	42.5652240042200	-0.1252666705987	
13.0409837360229	42.5652656791277	0.6761676947047	
13.0434189402132	42.5653073023153	0.3165517489865	
13.0458541495642	42.5653488737825	1.4035223886070	
13.0482893640695	42.5653903935289	-0.0638379276841	
13.0507245837228	42.5654318615543	-0.1653709841506	
13.0531598085175	42.5654732778584	-0.6674370422067	
13.0555950384474	42.5655146424407	-0.9997562981591	
